twhandle,name,fcnt,profs
@ooktayeksi,Oktay Ekşi,21,"Milletvekili, CHP"
@OPAMUKOGLU,Osman PAMUKOĞLU,16,"Politikacı, Emekli subay"
@orayegin,Oray Eğin,7,Gazeteci
@orhanaydin6,Orhan Aydın,11,Sanatçı
@ORHANBURSALI,Orhan Bursalı,7,Köşe yazarı
@orhanduzgun60,Orhan Düzgün,6,"Milletvekili, CHP"
@orkece,Orhan Kemal Cengiz,7,"Hukukçu, Köşe yazarı"
@osmandevelioglu,Osman Develioğlu,2,Politikacı
@OsmanGokcek_,Osman Gökçek,9,"Politikacı, İş adamı"
@OsmanKoruturk,Osman Korutürk,3,"Milletvekili, CHP"
@osmansrt,Osman Sert,2,Bürokrat
@otaspinar,Ömer Taşpınar,1,"Akademisyen, Yazar"
@oulagay,Osman Ulagay,1,Köşe Yazarı
@ousankoc,Oğuzhan Koç,4,Sanatçı
@oykucelikkk,Öykü Çelik,3,Twitter ünlüsü
@OYUNADAMI,Hakan Yılmaz,15,Sanatçı
@OzanDogulu,Ozan Doğulu,17,"Sanatçı, Yapımcı"
@OzanKibritci,Ozan Kibritçi,4,Sunucu
@OzanOnen,Ozan Önen,1,Yazar
@ozaysendir,Özay Şendir,0,Gazeteci
@ozbekbahadir,Bahadır Özbek,9,İş adamı
@OzcanDeniz,Özcan Deniz,38,"Şarkıcı, Yapımcı, Yönetmen"
@ozdemsanberk,Özdem Sanberk,1,Emekli bürokrat
@ozgeulusoyresmi,Özge Ulusoy,74,"Dizi oyuncusu, Manken"
@ozge_mumcu,Özge Mumcu,19,"Akademisyen, Köşe yazarı"
@ozguralaz,Özgür Alaz,3,İş adamı
@ozguraras,Özgür Aras,1,"Halkla ilişkilerci, Yapımcı"
@ozgurcek60,Özgür Çek,2,Sporcu
@ozgurmasur,Özgür Masur,0,Modacı
@ozgurmumcu,Özgür Mumcu,15,"Akademisyen, Köşe yazarı"
@OzlemGurses,Özlem Gürses,21,"Sunucu, Halkla ilişkilerci"
@ozlemsavas,Özlem Savaş,2,Magazin ünlüsü
@OzlemTekin,ÖZLEMTEKİN,15,"Şarkıcı, Dizi oyuncusu"
@ozlemyldz_,Özlem Yıldız,19,Sunucu
@ozlem_albayrak,Özlem Albayrak,14,Gazeteci
@ozlem_denizmen,Ozlem Denizmen,6,"Danışman, Yönetici"
@oztekinrasim,Rasim Öztekin,25,Sanatçı
@oz_zekeriya,Zekeriya Öz,2,Hukukçu
@Patavatsiz,Harun Kolçak,0,Şarkıcı
@pekkan1,Pekkan,100,Sanatçı
@PelinBatuRevnak,Pelin Batu,0,Köşe yazarı
@peliniioztekin,Pelin Öztekin,12,Dizi oyuncusu
@pelinozkan,Pelin Özkan,12,Gazeteci
@PervinBuldan,Pervin Buldan,22,"Milletvekili, HDP"
@Petekdncz,Petek Dinçöz,53,"Şarkıcı, Sunucu"
@pinaratacan,Pınar Altuğ Atacan,61,Sanatçı
@PinarAylin,Pınar Aylin,0,Şarkıcı
@pinarbihter,Pınar Öğünç,3,"Yazar, Köşe yazarı"
@pinarersoy,Pınar Ersoy,7,Gazeteci
@Pinar_Selek,Pınar Selek,16,Akademisyen
@pinkfreud,Pink Freud,15,"Yazar, Twitter ünlüsü"
@pnouma21,Pascal Nouma,60,Sporcu
@poyrazalti,Haluk Şahin,3,"Akademisyen, Gazeteci"
@ProfDrFarukSen,Faruk Şen,5,"Akademisyen, Politikacı"
@profdrihsanoglu,Ekmeleddin İhsanoğlu,1,Politikacı
@ProfDrMaydin,Mustafa Aydın,1,Akademisyen
@profozcan,Prof. Dr. Mehmet Özcan,9,"Akademisyen, Yazar"
@PuCCaa,PuCCa,100,"Yazar, Twitter ünlüsü"
@PYAntika,Piraye Antika,8,Yönetici
@rahsangulsan,Rahşan Gülşan,30,Köşe Yazarı
@RamisTopal,Ramis Topal,6,"Milletvekili, CHP"
@RasimOzan_K,Rasim Ozan Kütahyalı,10,"Köşe yazarı, Yorumcu"
@renemliD,Naim Dilmener,5,"Sanatçı, Yazar"
@ResatPetek,Reşat Petek,0,Hukukçu
@Reyhan_Karaca,Reyhan Karaca,37,Sanatçı
@RHisarciklioglu,Rifat Hisarcıklıoğlu,4,İş adamı
@RizaKocaoglu,Rıza Kocaoğlu,14,Dizi oyuncusu
@roberhatemo75,Rober Hatemo,1,Sanatçı
@rober_koptas,rober_koptas,3,Yazar
@rodrikdani,Dani Rodrik,10,Akademisyen
@RoniMargulies,Roni Margulies,0,"Yazar, Köşe yazarı"
@RT_Erdogan,Recep Tayyip Erdoğan,137,"Milletvekili, AK Parti"
@ruhsardemirel,Ruhsar Demirel,9,"Milletvekili, MHP"
@RustemBatum,Rüstem Batum,4,Sanatçı
@saadetisilaksoy,Saadet Aksoy,3,Dizi oyuncusu
@sabahatakkiraz,Sabahat Akkiraz,38,Milletvekili
@saba_t,saba tumer,139,Sunucu
@sabriugan,Sabri Ugan,6,Sunucu
@SADIOZDEMIR,Sadi Özdemir,5,"Yazar, Köşe Yazarı"
@safakongan,Şafak Ongan,2,Sunucu
@safakpavey,Şafak Pavey,32,"Milletvekili, CHP"
@SafakSezer,Şafak Sezer,15,"Sinema oyuncusu, Tiyatro oyuncusu"
@saffetsancakli,Saffet Sancaklı,6,Sporcu
@saglam_erdal,Erdal Sağlam,1,Gazeteci
@Sagopakajmerrap,sagopa kajmer,21,Şarkıcı
@sahinirmak,Şahin Irmak,33,Sanatçı
@sahinmengu,Şahin Mengü,12,Politikacı
@sahmetsahmet,Ahmet Şık,8,Gazeteci
@SahnazCakiralp,Şahnaz Çakıralp,16,Dizi oyuncusu
@sakiksirri,Sırrı Sakık,11,"Milletvekili, BDP"
@SalarMurat,Murat Salar,0,"Ekonomist, Yönetici"
@Salih_Kapusuz,Salih Kapusuz,10,"Milletvekili, AK Parti"
@salimuslu_,Salim Uslu,0,"Milletvekili, AK Parti"
@samiltayyar27,Şamil Tayyar,40,"Milletvekili, AK Parti"
@sanatatak,Aysegul Sönmez,9,Gazeteci
@sarpapak81,Sarp Apak,26,Dizi oyuncusu
@saygi_ozturk,Saygı Öztürk,3,"Gazeteci, Köşe yazarı"
@sayinemell,Emel Sayın,15,Sanatçı
@sbrymr,Sabri Sarioglu,12,Sporcu
@sebnembozoklu,Şebnem Bozoklu,31,Sanatçı
@sebnembursali,Şebnem Bursalı,4,Gazeteci
@Sebnemisiguzel,Şebnem İşigüzel,10,Yazar
@secondvirus,Cemil Barlas,7,İş adamı
@sedaaonder,Seda Önder,1,İş kadını
@SedaKaya_12,Seda Kaya,0,İş kadını
@sedaogretir,sedaogretir,8,Sunucu
@sedatlaciner,Sedat Laçiner,11,Akademisyen
@sedatuzunyol,Sedat Uzunyol,4,Yazar
@SedefKabas,Sedef Kabaş,20,Yazar
@seferlevent,Sefer Levent,2,Gazeteci
@sehrazatmusic,Sehrazat,11,"Şarkıcı, Sanatçı"
@sekermurat,Murat Şeker,6,Yönetmen
@selalekadak,Selale Kadak,6,Köşe Yazarı
@selamiince,Selami İnce,2,Gazeteci
@selcukayhn,Selçuk Ayhan,3,Politikacı
@selcukerdem,Selçuk Erdem,16,Sanatçı
@selcuk_dereli,Selçuk Dereli,6,Sporcu
@selcuk_yontem,Selçuk Yöntem,10,Sanatçı
@SelinBoronkays,Selin Boronkay,6,İş kadını
@SemihaYanki,Semiha Yankı,11,Şarkıcı
@semihgumus,Semih Gümüş,6,"Köşe yazarı, Yazar"
@semihsayginer,Semih Saygıner,20,Sporcu
@senakaleli,Sena Kaleli,6,"Milletvekili, CHP"
@sencerayata,Sencer Ayata,3,"Akademisyen, Milletvekili"
@senerabdullatif,Abdüllatif Şener,83,"Politikacı, Akademisyen"
@senlikogluemine,Emine Şenlikoğlu,23,"Köşe yazarı, Yorumcu"
@serapduygulu,Serap Duygulu,0,Danışman
@Seray_Sever,Seray Sever,26,"Sunucu, Yapımcı, Dizi oyuncusu"
@sercanyildirim9,Sercan Yıldırım,5,Sporcu
@SerdalAdali_BJK,Serdal Adalı,1,
@serdarakinan,Serdar Akinan,26,Gazeteci
@serdargokalp,Serdar Gökalp,6,Sunucu
@serdargut,serdar turgut,3,"Gazeteci, Yazar"
@Serdarortacs,Serdar Ortaç,36,Sanatçı
@serdar_cam,Serdar Çam,0,"Akademisyen, Bürokrat"
@serefoguz,Şeref Oğuz,5,Gazeteci
@serenserengilSS,Seren Serengil,0,Sanatçı
@serkanaltunigne,Serkan Altuniğne,5,Sanatçı
@sermiyanmidyat,Sermiyan Midyat,50,Sanatçı
@serrafine,Serra Yilmaz,8,"Sanatçı, Yazar"
@sertaberener,Sertab Erener,13,"Şarkıcı, Sanatçı"
@SevanNisanyan,Sevan Nişanyan,8,"Yazar, Köşe yazarı"
@sevdaturkusev,Sevda Türküsev,0,"Köşe yazarı, Yorumcu"
@sevilayyaziyor,Sevilay Yükselir,19,Gazeteci
@sevil_atasoy,Sevil Atasoy,13,Akademisyen
@SevimGozay,Sevim Gözay,39,"Köşe yazarı, Sunucu"
@sevvalsam,Şevval Sam,27,"Şarkıcı, Sanatçı, Yapımcı"
@seyhanbulent,Bülent Seyhan,0,"İş adamı, Yapımcı"
@seyitaliaral,Seyit Ali Aral,2,Sanatçı
@seyyaltaner,Seyyal TANER,4,Şarkıcı
@sezenaksu,Sezen Aksu,26,"Şarkıcı, Sanatçı"
@sgokbakar,Şahan Gökbakar,156,"Sanatçı, Yapımcı"
@sibelarna,Sibel Arna,3,Yazar
@sibeleraslan,Sibel Eraslan,7,Köşe yazarı
@sibelgokce,Sibel Gökçe,0,Sinema oyuncusu
@sibel_tuzun,Sibel Tüzün,11,Sanatçı
@silagencoglu,Sıla Gençoğlu,39,Şarkıcı
@simaybulbul,Simay Bülbül,1,Modacı
@simgefstk,Simge Fıstıkoğlu,32,Sunucu
@simgetertemizz,Simge Tertemiz,1,"Manken, Sunucu"
@SinaAfra,Sina Afra,2,İş adamı
@sinanaaygun,Sinan Aygün,3,"Milletvekili, CHP"
@sinanakcil,Sinan Akçıl,31,Şarkıcı
@sinancetinplato,Sinan Çetin,13,"Yapımcı, Yönetmen, Reklamcı"
@sinanguler,Sinan Guler,5,Sporcu
@SirinEBayulgen,Şirin Bayülgen,1,Magazin ünlüsü
@siring,Sirin Payzin,20,"Gazeteci, Sunucu"
@SIRIN_UNAL,Şirin Ünal,0,"Milletvekili, AK Parti"
@SirketDoktoru,Rauf Ates,1,Gazeteci
@sirsureyya,Sırrı Süreyya Önder,11,"Milletvekili, HDP"
@sitkiozcan,Sıtkı Özcan,2,Gazeteci
@sivilayabla,Sivilay Abla,2,Akademisyen
@skadibesegil,Salim M. Kadıbeşegil,1,"Akademisyen, Danışman"
@skulkuloglu,M.Şevki Kulkuloğlu,6,"Milletvekili, CHP"
@slymnoz,Süleyman Özışık,7,Gazeteci
@SonerArica,Soner Arıca,9,Şarkıcı
@sonkibar,Sabahattin Önkibar,7,Köşe Yazarı
@SONSAYI,Ateş İlyas Başsoy,14,Yazar
@soraynazan,Nazan Şoray,18,Şarkıcı
@srkbdy,Soner Sarıkabadayı,15,Şarkıcı
@SrnySrkyResmi,Serenay Sarıkaya,8,"Dizi oyuncusu, Manken"
@ssayanofficial,Seda Sayan,19,"Sunucu, Şarkıcı"
@stelyop,Stelyo Pipis,8,Magazin ünlüsü
@suatkavukluoglu,Suat Kavukluoğlu,0,Müzisyen
@suatkilic,Suat Kılıç,16,"Milletvekili, AK Parti"
@SuatToktas,Suat Toktaş,1,Gazeteci
@SUAVI_SUAVI,Suavi,24,Sanatçı
@suheylbatum,Süheyl Batum,5,"Milletvekili, CHP"
@sukruelekdag,Sukru Elekdag,4,"Akademisyen, Emekli bürokrat, Politikacı"
@SukruGENCBaskan,Şükrü Genç,2,Politikacı
@Sukrukucuksahin,Şükrü Küçükşahin,5,Köşe yazarı
@suleymansarilar,Süleyman Sarılar,3,Gazeteci
@suleymansoylu,Süleyman Soylu,6,Politikacı
@sulezeybek,Şule Zeybek,3,Sunucu
@SumruYavrucuk,Sumru Yavrucuk,7,Tiyatro oyuncusu
@SunalAli,Ali Sunal,99,Sanatçı
@SunaVidinli,Suna Vidinli®,9,"Politikacı, Sunucu"
@SunayAkin,Sunay Akın,3,Yazar
@suyorumcusu,Hakan Demir,1,Twitter ünlüsü
@suzan_kardes,Suzan Kardeş,1,Sanatçı
@syukselsenler,Şule Yüksel Şenler,2,Yazar
@S_Celebi,Süleyman Çelebi,7,"Milletvekili, CHP"
@s_hablemitoglu,Şengül Hablemitoglu,0,Akademisyen
@TahaOzhan,Taha Özhan,0,"Akademisyen, Sivil toplum girişimcisi"
@Tahir_Akyurek,Tahir Akyürek,8,Politikacı
@Tahsin_Yilmaz,Tahsin Yılmaz,5,Bürokrat
@taksimdayanisma,Taksim Dayanışması,6,Sivil toplum girişimcisi
@takyildiz,Tolga Akyıldız,5,Yazar
@tanerbirsell,Taner Birsel,0,Sinema oyuncusu
@tanikunal,Ünal Tanık,3,Gazeteci
@TANYELIyle,Tanyeli,1,Magazin ünlüsü
@tarhanerdem,Tarhan Erdem,0,"İş adamı, Yorumcu"
@TarikToros,Tarık Toros,7,"Gazeteci, Yorumcu"
@tarkan,Tarkan,49,"Şarkıcı, Sanatçı"
@TartanHakan,Hakan Tartan,4,Politikacı
@TayfunBAYAZIT,Tayfun Bayazıt,1,"Danışman, Yönetici"
@taylan1789,Ahmet Mümtaz Taylan,70,"Sinema oyuncusu, Tiyatro oyuncusu"
@taylankumelii,Taylan Kümeli,0,Danışman
@TBMMresmi,TBMM,19,Diğer
@tccankaya,T.C.Cumhurbaşkanlığı,38,Politikacı
@TC_Disisleri,Dışişleri Bakanlığı,17,Politikacı
@tekalan,Şerif Ali Tekalan,1,Akademisyen
@tekinlatife,Latife Tekin,4,Yazar
@terimfatih,Fatih Terim,44,Sporcu
@Tevfik_Yener,Tevfik Yener,6,"Gazeteci, Yazar"
@tezcanah,Ahmet Tezcan,24,"Gazeteci, Sunucu, Yapımcı"
@tezelali,Ali Tezel,0,"Köşe yazarı, Yorumcu"
@thealiagaoglu,Ali Ağaoğlu,52,"Gazeteci, Yorumcu"
@tkucukcan,Talip Küçükcan,1,Akademisyen
@tokcem,Cem Toker,20,Politikacı
@TolgaCevik,Tolga Çevik,40,"Sinema oyuncusu, Tiyatro oyuncusu"
@Tonbekici,Mutlu Tönbekici,7,Köşe yazarı
@tongsiroguz,Oğuz Tongsir,9,Sunucu
@ToprakBinnaz,Binnaz Toprak,1,"Milletvekili, CHP"
@Toramanibrahim,İbrahim Toraman,17,Sporcu
@toygarisikli,Toygar Işıklı,30,Müzisyen
@Trabzonspor,Trabzonspor Kulübü,4,Spor kulübü
@ttatari,Tuğçe Tatari,20,Gazeteci
@ttbamteli,Tayfun Talipoğlu,33,Yapımcı
@tturenc,Tufan Türenç,35,"Gazeteci, Köşe Yazarı"
@tubaunsal,Tuba Ünsal,42,"Magazin ünlüsü, Modacı"
@tufandarbaz,Tufan Darbaz,3,"Danışman, Yönetmen"
@tugbamlstrk,Tuğba Melis Türk,3,Manken
@TUGBAOZAY10,Tuğba Özay Fatizzo,26,"Manken, Şarkıcı"
@tugbaozerk,Tuğba Özerk,14,Şarkıcı
@TugbaSahiin,Tuğba Şahin,5,"Gazeteci, Sunucu"
@tugba_ekinci,Tuğba Ekinci,2,Şarkıcı
@tugrultulek,Tuğrul Tülek,0,Twitter ünlüsü
@TugrulTurkes,Tuğrul Türkeş,0,"Milletvekili, MHP"
@TulaySelamoglu,Tülay Selamoğlu,3,"Milletvekili, AK Parti"
@Tuluhantekeli,Tuluhan Tekelioğlu,36,"Yazar, Sunucu"
@tunabeklevic,Tuna Beklevic,2,"Politikacı, Köşe Yazarı"
@tuncatoskay,Tunca Toskay,1,Politikacı
@tuncayopcin,Tuncay Opçin,0,Yazar
@tuncaysanli17,Tuncay Sanli,7,Sporcu
@TuncCigdem,Çiğdem Tunç,0,Sunucu
@tuncelsebahat,Sebahat Tuncel,7,Milletvekili
@turgaydemirr,Turgay Demir,0,Yorumcu
@turgayguler,Turgay Güler,3,"Gazeteci, Yazar"
@turgayogur,Turgay Oğur,4,"Sivil toplum girişimcisi, Yazar"
@turgutdibek,Turgut Dibek,4,"Milletvekili, CHP"
@turgutkazan,Turgut Kazan,2,"Politikacı, Avukat"
@tweetingdefne,Defne Samyeli,15,Sanatçı
@T_MenderesTurel,Menderes Türel,5,"Milletvekili, AK Parti"
@UfukUras,Ufuk Uras,31,Politikacı
@ugurarslanua,Uğur Arslan,1,Sunucu
@ugurdundarsozcu,Uğur Dündar,4,Gazeteci
@UgurMeleke,Uğur Meleke,13,"Köşe Yazarı, Sunucu, Yorumcu"
@ugursefkat,ugursefkat,4,Gazeteci
@ugurses,Uğur Gürses,6,Köşe yazarı
@ugur_ergan,Ugur Ergan,12,Gazeteci
@ukaran1976,Ümit Karan,106,Sporcu
@ulgenbulent,Bülent Ülgen,5,Sunucu
@Uluc_Gurkan,Uluç Gürkan,6,"Politikacı, Gazeteci, Akademisyen"
@umitalan,Ümit Alan,13,"Yazar, Köşe yazarı"
@UmitKiler,Ümit Kiler,1,İş adamı
@UmitMeric,Prof. Dr. Ümit Meriç,2,Akademisyen
@umitnazliboyner,Ümit Nazlı Boyner,23,İş kadını
@umitozdag,Prof. Dr. Ümit Özdağ,24,"Politikacı, Akademisyen"
@Umit_Kocasakal,Ümit Kocasakal,8,"Avukat, Yönetici"
@umit_zileli,Ümit Zileli,9,"Gazeteci, Köşe yazarı"
@umransavasinan,Umran İnan,2,"Akademisyen, Bilimadamı"
@Umur_Talu,Umur Talu,6,Gazeteci
@UmutOranCHP,Umut Oran,9,Milletvekili
@UnalCevikoz,Unal Cevikoz,3,Bürokrat
@unsalban,Ünsal Ban,2,Akademisyen
@uralakuzum,Ural Akuzum,3,Sivil toplum girişimcisi
@USEmbassyTurkey,US Embassy Turkey,1,
@utkucakirozer,Utku Cakirozer,2,Köşe Yazarı
@Uzulmez19,İbrahim Üzülmez,8,Sporcu
@uzunsoray,Şoray Uzun,3,Sunucu
@VahapMunyar,Vahap Munyar,8,"Gazeteci, Köşe Yazarı"
@Vahit_Kiler,Vahit KİLER,1,"Milletvekili, AK Parti"
@Valimutlu,Hüseyin Avni Mutlu,18,Bürokrat
@varank,Mustafa Varank,0,Danışman
@vatan_sasmaz,Vatan Şaşmaz,5,
@vedatozdemiro,Vedat Özdemiroğlu,9,Yazar
@Vefa_Tarhan,Vefa Tarhan,5,Politikacı
@vekilince,Muharrem İnce,40,"Milletvekili, CHP"
@veliagbaba,Veli Ağbaba,8,"Milletvekili, CHP"
@velveleyeverdim,Büdü,2,Twitter ünlüsü
@VeyselEroglu,Veysel Eroğlu,11,"Milletvekili, AK Parti"
@vivetchka,Vivet Kanetti Uluç,3,Yazar
@volkanaki,Volkan Akı,2,Gazeteci
@VolkanCanali,M. Volkan Canalioğlu,7,Politikacı
@volkankonak,Volkan Konak,42,Sanatçı
@volkan_bozkir,Volkan Bozkır,3,"Milletvekili, AK Parti"
@WilmaElles,Wilma Elles,2,Dizi oyuncusu
@yaktay,Yasin Aktay,0,"Akademisyen, Politikacı"
@YakupSaritemur,Ayşenur İslam,0,Milletvekili
@Yalcinbayer,Yalçın Bayer,5,"Gazeteci, Köşe Yazarı"
@yalcincakir,Yalcin Cakir,6,"Gazeteci, Sunucu"
@YALINonline,Yalın,33,Şarkıcı
@yankiyazgancom,Yankı Yazgan,7,"Akademisyen, Bilim insanı"
@yasarokuyan,Yaşar Okuyan,14,Politikacı
@yasar_gunacgun,Yaşar,33,Şarkıcı
@YaseminCongar_,Yasemin Çongar,0,Gazeteci
@yasemininceoglu,Yasemin İnceoglu,30,Akademisyen
@Yasemin_Boran,Yasemin Boran,17,Yorumcu
@Yasemin_Mori,Yasemin Mori,4,Modacı
@YasrNuriOzturk,Yaşar Nuri Öztürk,27,"Politikacı, Din adamı"
@yavuzbaydar,Yavuz Baydar,5,Gazeteci
@yavuzoghan,Yavuz Oğhan,8,Gazeteci
@yavuzseckin,Yavuz Seçkin,66,"Radyocu, Dizi oyuncusu"
@yavuz_semerci,yavuz semerci,6,"Gazeteci, Köşe Yazarı"
@Yaziyor,Serdar Tuncer,5,"Sunucu, Yazar, Yorumcu"
@yektakopan,Yekta Kopan,13,"Yazar, Sunucu"
@yek_35,Yekta Kurtuluş,15,Sporcu
@yelchin,Elçin Yahşi,4,Gazeteci
@yel_yeliz,Yeliz Yeşilmen,4,"Dizi oyuncusu, Sunucu"
@yenerdonmez,Yener Dönmez,6,Gazeteci
@YeniAlisan,Alişan,124,"Şarkıcı, Sunucu, Dizi oyuncusu"
@yeniay_aziz,Aziz Yeniay,6,Politikacı
@yeniceriozcan,Özcan Yeniçeri,3,"Milletvekili, MHP"
@yensaroglu,Yılmaz Ensaroğlu,1,"Akademisyen, Sivil toplum girişimcisi"
@yerdinc65,Yaşar Erdinç,0,"Akademisyen, Köşe yazarı"
@yesimsalkim,Yeşim Salkım,18,"Dizi oyuncusu, Sanatçı"
@yigitbulutt,Yiğit Bulut,36,Gazeteci
@YigiterUlug,Yigiter Ulug,2,"Sunucu, Yorumcu"
@YilCagAtiksoy,Yildiz Cagri Atiksoy,9,Dizi oyuncusu
@yildarado,Yıldıray Oğur,8,Köşe yazarı
@yildirim_turker,Yıldırım Türker,0,Yazar
@YildizzTilbee,Yıldız Tilbe,42,Şarkıcı
@yilmazburak17,Burak Yılmaz,29,Sporcu
@yilmazerdogan,Yılmaz Erdoğan,35,"Sanatçı, Yapımcı, Yönetmen"
@yilmazodabasi,Yılmaz Odabaşı,14,Diğer
@yilmazvuraltr,Yilmaz Vural,7,Teknik direktör
@YoncaEvcimik,Yonca Evcimik,25,Şarkıcı
@YoncaLodi17,Yonca Lodi,4,Sanatçı
@yramazanoglu,Yıldırım Ramazanoğlu,4,"Milletvekili, AK Parti"
@YrGngelopoulos,Yorgo Angelopoulos,0,Twitter ünlüsü
@yukselozden,Yüksel Özden,4,"Milletvekili, AK Parti"
@YUlker,Yahya Ülker,4,İş adamı
@yunusgunce,Yunus Günçe,26,Sanatçı
@yusufhalacoglu,Yusuf Halaçoğlu,13,"Milletvekili, MHP"
@Yusuf_Gunay,Yusuf Günay,7,Bürokrat
@YvzbNgl,Yavuz Bingöl,27,Dizi oyuncusu
@YZDMRGL,Yaprak Özdemiroğlu,2,Sinema oyuncusu
@YZGLLDGN,Yazgülü Aldoğan,7,Gazeteci
@YZOzcan,Yusuf Ziya Özcan,2,Bürokrat
@Y_Akdogan,Yalçın Akdoğan,11,"Milletvekili, AK Parti"
@zaferalgoz,Zafer Algöz,12,Tiyatro oyuncusu
@ZaferArapkirli,Zafer Arapkirli,12,"Gazeteci, Sunucu"
@ZaferOzcan_,Zafer Özcan,0,Gazeteci
@zaferyavan,Zafer Ali Yavan,1,Yönetici
@zaramuzik,Zara,0,Şarkıcı
@ZekiDemirkubuz,Zeki Demirkubuz,12,Yönetmen
@zekikayahan,Zeki Kayahan Coşkun,40,Sunucu
@ZelihaSunal,Zeliha Sunal,17,Şarkıcı
@zelkifkazdal,Zelkif Kazdal,3,"Milletvekili, AK Parti"
@ZenginGurkan,Gürkan Zengin,3,"Sunucu, Yapımcı"
@Zerrintekindor,Zerrin Tekindor,17,Sanatçı
@ZeybekciNihat,Nihat Zeybekçi,1,"Milletvekili, AK Parti"
@zeynabelle,Zeynep Altıok,0,Politikacı
@ZeynepGogus,ZeynepGöğüş,14,"Gazeteci, Yazar"
@zeynepgurcanli,Zeynep Gürcanlı,25,Gazeteci
@zeyneporaltwit,Zeynep Oral,2,Yazar
@zeynepturkes,Zeynep Türkeş,0,Şarkıcı
@zfrcbkc,Zafer Çubukçu,2,Politikacı
@ziynetsali,Ziynet Sali,45,Şarkıcı
@zkarahanuslu,Zeynep Karahan Uslu,6,"Milletvekili, AK Parti"
@ZubeyirAydar,ZubeyirAydar,0,Politikacı
@zuhaltopall,Zuhal Topal,34,Şarkıcı
@_AAlbayrak,Abdurrahim Albayrak,77,İş adamı
@_cevdetyilmaz,Cevdet Yılmaz,5,"Milletvekili, AK Parti"
@_ertemsener,Ertem Şener,43,"Sunucu, Yapımcı"
@_fatihsahin,Fatih Şahin,7,"Milletvekili, AK Parti"
@_gokhangonul,Gökhan Gönül,27,Sporcu
@_nbc_,Nuri Bilge Ceylan,7,Yönetmen
@_selcuksahin,Selçuk Şahin,10,Sporcu
@_ugurboral,Uğur Boral,9,Sporcu
@nuhgonultas,Nuh Gönültaş,0,Köşe yazarı
@jamilabayraktar,Cemile Bayraktar,62,Yazar
@MayaArakon,Maya Arakon,10,"Akademisyen, Köşe yazarı"
@fundaarar,Funda Arar,51,Şarkıcı
@Sosisyalistr,Cemil İpekçi,38,Modacı
@mithatsancarr,mithat sancar,3,"Akademisyen, Köşe yazarı"
@gulbenergen,Gülben Ergen,169,"Sunucu, Şarkıcı"
@kadirdogulu,Kadir Doğulu,70,Dizi oyuncusu
@Reha_Muhtar,Reha Muhtar,13,Köşe Yazarı
@selin_demiratar,Selin Demiratar,5,Dizi oyuncusu
@sedaurenNet,Seda Üren Nefesoglu,0,Şarkıcı
