twhandle,name,fcnt,profs
@sedaaonder,Seda Önder,1,Businesswoman
@SedaKaya_12,Seda Kaya,0,Businesswoman
@sedaogretir,sedaogretir,8,TV host
@sedatlaciner,Sedat Laçiner,11,Academician
@sedatuzunyol,Sedat Uzunyol,4,Author
@SedefKabas,Sedef Kabaş,20,Author
@seferlevent,Sefer Levent,2,Journalist
@sehrazatmusic,Sehrazat,11,"Musician, Artist"
@sekermurat,Murat Şeker,6,Director
@selalekadak,Selale Kadak,6,Columnist
@selamiince,Selami İnce,2,Journalist
@selcukayhn,Selçuk Ayhan,3,Politician
@selcukerdem,Selçuk Erdem,16,Artist
@selcuk_dereli,Selçuk Dereli,6,Athlete
@selcuk_yontem,Selçuk Yöntem,10,Artist
@SelinBoronkays,Selin Boronkay,6,Businesswoman
@SemihaYanki,Semiha Yankı,11,Musician
@semihgumus,Semih Gümüş,6,"Columnist, Author"
@semihsayginer,Semih Saygıner,20,Athlete
@senakaleli,Sena Kaleli,6,"MP, CHP"
@sencerayata,Sencer Ayata,3,"Academician, CHP, MP"
@senerabdullatif,Abdüllatif Şener,83,"Politician, Academician"
@senlikogluemine,Emine Şenlikoğlu,23,"Columnist, Commentator"
@serapduygulu,Serap Duygulu,0,Consultant
@Seray_Sever,Seray Sever,26,"TV host, Producer, TV Series actor"
@sercanyildirim9,Sercan Yıldırım,5,Athlete
@SerdalAdali_BJK,Serdal Adalı,1,Businessman
@serdarakinan,Serdar Akinan,26,Journalist
@serdargokalp,Serdar Gökalp,6,TV host
@serdargut,serdar turgut,3,"Journalist, Author"
@Serdarortacs,Serdar Ortaç,36,Artist
@serdar_cam,Serdar Çam,0,"Academician, Bureaucrat"
@serefoguz,Şeref Oğuz,5,Journalist
@serenserengilSS,Seren Serengil,0,Artist
@serkanaltunigne,Serkan Altuniğne,5,Artist
@sermiyanmidyat,Sermiyan Midyat,50,Artist
@serrafine,Serra Yilmaz,8,"Artist, Author"
@sertaberener,Sertab Erener,13,"Musician, Artist"
@SevanNisanyan,Sevan Nişanyan,8,"Author, Columnist"
@sevdaturkusev,Sevda Türküsev,0,"Columnist, Commentator"
@sevilayyaziyor,Sevilay Yükselir,19,Journalist
@sevil_atasoy,Sevil Atasoy,13,Academician
@SevimGozay,Sevim Gözay,39,"Columnist, TV host"
@sevvalsam,Şevval Sam,27,"Musician, Artist, Producer"
@seyhanbulent,Bülent Seyhan,0,"Businessman, Producer"
@seyitaliaral,Seyit Ali Aral,2,Artist
@seyyaltaner,Seyyal TANER,4,Musician
@sezenaksu,Sezen Aksu,26,"Musician, Artist"
@sgokbakar,Şahan Gökbakar,156,"Artist, Producer"
@sibelarna,Sibel Arna,3,Author
@sibeleraslan,Sibel Eraslan,7,Columnist
@sibelgokce,Sibel Gökçe,0,Movie Actor
@sibel_tuzun,Sibel Tüzün,11,Artist
@silagencoglu,Sıla Gençoğlu,39,Musician
@simaybulbul,Simay Bülbül,1,Stylist
@simgefstk,Simge Fıstıkoğlu,32,TV host
@simgetertemizz,Simge Tertemiz,1,"Model, TV host"
@SinaAfra,Sina Afra,2,Businessman
@sinanaaygun,Sinan Aygün,3,"MP, CHP"
@sinanakcil,Sinan Akçıl,31,Musician
@sinancetinplato,Sinan Çetin,13,"Producer, Director, Adman"
@sinanguler,Sinan Guler,5,Athlete
@SirinEBayulgen,Şirin Bayülgen,1,Celebrity
@siring,Sirin Payzin,20,"Journalist, TV host"
@SIRIN_UNAL,Şirin Ünal,0,"MP, AKP"
@SirketDoktoru,Rauf Ates,1,Journalist
@sirsureyya,Sırrı Süreyya Önder,11,"MP, HDP"
@sitkiozcan,Sıtkı Özcan,2,Journalist
@sivilayabla,Sivilay Abla,2,Academician
@skadibesegil,Salim M. Kadıbeşegil,1,"Academician, Consultant"
@skulkuloglu,M.Şevki Kulkuloğlu,6,"MP, CHP"
@slymnoz,Süleyman Özışık,7,Journalist
@SonerArica,Soner Arıca,9,Musician
@sonkibar,Sabahattin Önkibar,7,Columnist
@SONSAYI,Ateş İlyas Başsoy,14,Author
@soraynazan,Nazan Şoray,18,Musician
@srkbdy,Soner Sarıkabadayı,15,Musician
@SrnySrkyResmi,Serenay Sarıkaya,8,"TV Series actor, Model"
@ssayanofficial,Seda Sayan,19,"TV host, Musician"
@stelyop,Stelyo Pipis,8,Celebrity
@suatkavukluoglu,Suat Kavukluoğlu,0,Musician
@suatkilic,Suat Kılıç,16,"MP, AKP"
@SuatToktas,Suat Toktaş,1,Journalist
@SUAVI_SUAVI,Suavi,24,Artist
@suheylbatum,Süheyl Batum,5,"MP, CHP"
@sukruelekdag,Sukru Elekdag,4,"Academician, Emeritus bureaucrat, Politician"
@SukruGENCBaskan,Şükrü Genç,2,Politician
@Sukrukucuksahin,Şükrü Küçükşahin,5,Columnist
@suleymansarilar,Süleyman Sarılar,3,Journalist
@suleymansoylu,Süleyman Soylu,6,Politician
@sulezeybek,Şule Zeybek,3,TV host
@SumruYavrucuk,Sumru Yavrucuk,7,Theater Actor
@SunalAli,Ali Sunal,99,Artist
@SunaVidinli,Suna Vidinli®,9,"Politician, TV host"
@SunayAkin,Sunay Akın,3,Author
@suyorumcusu,Hakan Demir,1,Twitter Phenomenon
@suzan_kardes,Suzan Kardeş,1,Artist
@syukselsenler,Şule Yüksel Şenler,2,Author
@S_Celebi,Süleyman Çelebi,7,"MP, CHP"
@s_hablemitoglu,Şengül Hablemitoglu,0,Academician
@TahaOzhan,Taha Özhan,0,"Academician, Social entrepreneur"
@Tahir_Akyurek,Tahir Akyürek,8,Politician
@Tahsin_Yilmaz,Tahsin Yılmaz,5,Bureaucrat
@taksimdayanisma,Taksim Dayanışması,6,Social entrepreneur
@takyildiz,Tolga Akyıldız,5,Author
@tanerbirsell,Taner Birsel,0,Movie Actor
@tanikunal,Ünal Tanık,3,Journalist
@TANYELIyle,Tanyeli,1,Celebrity
@tarhanerdem,Tarhan Erdem,0,"Businessman, Commentator"
@TarikToros,Tarık Toros,7,"Journalist, Commentator"
@tarkan,Tarkan,49,"Musician, Artist"
@TartanHakan,Hakan Tartan,4,Politician
@TayfunBAYAZIT,Tayfun Bayazıt,1,"Consultant, Executive"
@taylan1789,Ahmet Mümtaz Taylan,70,"Movie Actor, Theater Actor"
@taylankumelii,Taylan Kümeli,0,Consultant
@TBMMresmi,TBMM,19,Others
@tccankaya,T.C.Cumhurbaşkanlığı,38,Politician
@TC_Disisleri,Dışişleri Bakanlığı,17,Politician
@tekalan,Şerif Ali Tekalan,1,Academician
@tekinlatife,Latife Tekin,4,Author
@terimfatih,Fatih Terim,44,Athlete
@Tevfik_Yener,Tevfik Yener,6,"Journalist, Author"
@tezcanah,Ahmet Tezcan,24,"Journalist, TV host, Producer"
@tezelali,Ali Tezel,0,"Columnist, Commentator"
@thealiagaoglu,Ali Ağaoğlu,52,"Journalist, Commentator"
@tkucukcan,Talip Küçükcan,1,Academician
@tokcem,Cem Toker,20,Politician
@TolgaCevik,Tolga Çevik,40,"Movie Actor, Theater Actor"
@Tonbekici,Mutlu Tönbekici,7,Columnist
@tongsiroguz,Oğuz Tongsir,9,TV host
@ToprakBinnaz,Binnaz Toprak,1,"MP, CHP"
@Toramanibrahim,İbrahim Toraman,17,Athlete
@toygarisikli,Toygar Işıklı,30,Musician
@Trabzonspor,Trabzonspor Kulübü,4,Sports club
@ttatari,Tuğçe Tatari,20,Journalist
@ttbamteli,Tayfun Talipoğlu,33,Producer
@tturenc,Tufan Türenç,35,"Journalist, Columnist"
@tubaunsal,Tuba Ünsal,42,"Celebrity, Stylist"
@tufandarbaz,Tufan Darbaz,3,"Consultant, Director"
@tugbamlstrk,Tuğba Melis Türk,3,Model
@TUGBAOZAY10,Tuğba Özay Fatizzo,26,"Model, Musician"
@tugbaozerk,Tuğba Özerk,14,Musician
@TugbaSahiin,Tuğba Şahin,5,"Journalist, TV host"
@tugba_ekinci,Tuğba Ekinci,2,Musician
@tugrultulek,Tuğrul Tülek,0,Twitter Phenomenon
@TugrulTurkes,Tuğrul Türkeş,0,"MP, MHP"
@TulaySelamoglu,Tülay Selamoğlu,3,"MP, AKP"
@Tuluhantekeli,Tuluhan Tekelioğlu,36,"Author, TV host"
@tunabeklevic,Tuna Beklevic,2,"Politician, Columnist"
@tuncatoskay,Tunca Toskay,1,Politician
@tuncayopcin,Tuncay Opçin,0,Author
@tuncaysanli17,Tuncay Sanli,7,Athlete
@TuncCigdem,Çiğdem Tunç,0,TV host
@tuncelsebahat,Sebahat Tuncel,7,"HDP, MP"
@turgaydemirr,Turgay Demir,0,Commentator
@turgayguler,Turgay Güler,3,"Journalist, Author"
@turgayogur,Turgay Oğur,4,"Social entrepreneur, Author"
@turgutdibek,Turgut Dibek,4,"MP, CHP"
@turgutkazan,Turgut Kazan,2,"Politician, Lawyer"
@tweetingdefne,Defne Samyeli,15,Artist
@T_MenderesTurel,Menderes Türel,5,"MP, AKP"
@UfukUras,Ufuk Uras,31,Politician
@ugurarslanua,Uğur Arslan,1,TV host
@ugurdundarsozcu,Uğur Dündar,4,Journalist
@UgurMeleke,Uğur Meleke,13,"Columnist, TV host, Commentator"
@ugursefkat,ugursefkat,4,Journalist
@ugurses,Uğur Gürses,6,Columnist
@ugur_ergan,Ugur Ergan,12,Journalist
@ukaran1976,Ümit Karan,106,Athlete
@ulgenbulent,Bülent Ülgen,5,TV host
@Uluc_Gurkan,Uluç Gürkan,6,"Politician, Journalist, Academician"
@umitalan,Ümit Alan,13,"Author, Columnist"
@UmitKiler,Ümit Kiler,1,Businessman
@UmitMeric,Prof. Dr. Ümit Meriç,2,Academician
@umitnazliboyner,Ümit Nazlı Boyner,23,Businesswoman
@umitozdag,Prof. Dr. Ümit Özdağ,24,"Politician, Academician"
@Umit_Kocasakal,Ümit Kocasakal,8,"Lawyer, Executive"
@umit_zileli,Ümit Zileli,9,"Journalist, Columnist"
@umransavasinan,Umran İnan,2,"Academician, Scientist"
@Umur_Talu,Umur Talu,6,Journalist
@UmutOranCHP,Umut Oran,9,"CHP, MP"
@UnalCevikoz,Unal Cevikoz,3,Bureaucrat
@unsalban,Ünsal Ban,2,Academician
@uralakuzum,Ural Akuzum,3,Social entrepreneur
@USEmbassyTurkey,US Embassy Turkey,1,Politician
@utkucakirozer,Utku Cakirozer,2,Columnist
@Uzulmez19,İbrahim Üzülmez,8,Athlete
@uzunsoray,Şoray Uzun,3,TV host
@VahapMunyar,Vahap Munyar,8,"Journalist, Columnist"
@Vahit_Kiler,Vahit KİLER,1,"MP, AKP"
@Valimutlu,Hüseyin Avni Mutlu,18,Bureaucrat
@varank,Mustafa Varank,0,Consultant
@vatan_sasmaz,Vatan Şaşmaz,5,TV host
@vedatozdemiro,Vedat Özdemiroğlu,9,Author
@Vefa_Tarhan,Vefa Tarhan,5,Politician
@vekilince,Muharrem İnce,40,"MP, CHP"
@veliagbaba,Veli Ağbaba,8,"MP, CHP"
@velveleyeverdim,Büdü,2,Twitter Phenomenon
@VeyselEroglu,Veysel Eroğlu,11,"MP, AKP"
@vivetchka,Vivet Kanetti Uluç,3,Author
@volkanaki,Volkan Akı,2,Journalist
@VolkanCanali,M. Volkan Canalioğlu,7,Politician
@volkankonak,Volkan Konak,42,Artist
@volkan_bozkir,Volkan Bozkır,3,"MP, AKP"
@WilmaElles,Wilma Elles,2,TV Series actor
@yaktay,Yasin Aktay,0,"Academician, Politician"
@Aysenurislam,Ayşenur İslam,0,"AKP, MP"
@Yalcinbayer,Yalçın Bayer,5,"Journalist, Columnist"
@yalcincakir,Yalcin Cakir,6,"Journalist, TV host"
@YALINonline,Yalın,33,Musician
@yankiyazgancom,Yankı Yazgan,7,"Academician, Scientist"
@yasarokuyan,Yaşar Okuyan,14,Politician
@yasar_gunacgun,Yaşar,33,Musician
@YaseminCongar_,Yasemin Çongar,0,Journalist
@yasemininceoglu,Yasemin İnceoglu,30,Academician
@Yasemin_Boran,Yasemin Boran,17,Commentator
@Yasemin_Mori,Yasemin Mori,4,Stylist
@YasrNuriOzturk,Yaşar Nuri Öztürk,27,"Politician, Religious Scholar"
@yavuzbaydar,Yavuz Baydar,5,Journalist
@yavuzoghan,Yavuz Oğhan,8,Journalist
@yavuzseckin,Yavuz Seçkin,66,"Radio DJ, TV Series actor"
@yavuz_semerci,yavuz semerci,6,"Journalist, Columnist"
@Yaziyor,Serdar Tuncer,5,"TV host, Author, Commentator"
@yektakopan,Yekta Kopan,13,"Author, TV host"
@yek_35,Yekta Kurtuluş,15,Athlete
@yelchin,Elçin Yahşi,4,Journalist
@yel_yeliz,Yeliz Yeşilmen,4,"TV Series actor, TV host"
@yenerdonmez,Yener Dönmez,6,Journalist
@YeniAlisan,Alişan,124,"Musician, TV host, TV Series actor"
@yeniay_aziz,Aziz Yeniay,6,Politician
@yeniceriozcan,Özcan Yeniçeri,3,"MP, MHP"
@yensaroglu,Yılmaz Ensaroğlu,1,"Academician, Social entrepreneur"
@yerdinc65,Yaşar Erdinç,0,"Academician, Columnist"
@yesimsalkim,Yeşim Salkım,18,"TV Series actor, Artist"
@yigitbulutt,Yiğit Bulut,36,Journalist
@YigiterUlug,Yigiter Ulug,2,"TV host, Commentator"
@YilCagAtiksoy,Yildiz Cagri Atiksoy,9,TV Series actor
@yildarado,Yıldıray Oğur,8,Columnist
@yildirim_turker,Yıldırım Türker,0,Author
@YildizzTilbee,Yıldız Tilbe,42,Musician
@yilmazburak17,Burak Yılmaz,29,Athlete
@yilmazerdogan,Yılmaz Erdoğan,35,"Artist, Producer, Director"
@yilmazodabasi,Yılmaz Odabaşı,14,Others
@yilmazvuraltr,Yilmaz Vural,7,Coach
@YoncaEvcimik,Yonca Evcimik,25,Musician
@YoncaLodi17,Yonca Lodi,4,Artist
@yramazanoglu,Yıldırım Ramazanoğlu,4,"MP, AKP"
@YrGngelopoulos,Yorgo Angelopoulos,0,Twitter Phenomenon
@yukselozden,Yüksel Özden,4,"MP, AKP"
@YUlker,Yahya Ülker,4,Businessman
@yunusgunce,Yunus Günçe,26,Artist
@yusufhalacoglu,Yusuf Halaçoğlu,13,"MP, MHP"
@Yusuf_Gunay,Yusuf Günay,7,Bureaucrat
@YvzbNgl,Yavuz Bingöl,27,TV Series actor
@YZDMRGL,Yaprak Özdemiroğlu,2,Movie Actor
@YZGLLDGN,Yazgülü Aldoğan,7,Journalist
@YZOzcan,Yusuf Ziya Özcan,2,Bureaucrat
@Y_Akdogan,Yalçın Akdoğan,11,"MP, AKP"
@zaferalgoz,Zafer Algöz,12,Theater Actor
@ZaferArapkirli,Zafer Arapkirli,12,"Journalist, TV host"
@ZaferOzcan_,Zafer Özcan,0,Journalist
@zaferyavan,Zafer Ali Yavan,1,Executive
@zaramuzik,Zara,0,Musician
@ZekiDemirkubuz,Zeki Demirkubuz,12,Director
@zekikayahan,Zeki Kayahan Coşkun,40,TV host
@ZelihaSunal,Zeliha Sunal,17,Musician
@zelkifkazdal,Zelkif Kazdal,3,"MP, AKP"
@ZenginGurkan,Gürkan Zengin,3,"TV host, Producer"
@Zerrintekindor,Zerrin Tekindor,17,Artist
@ZeybekciNihat,Nihat Zeybekçi,1,"MP, AKP"
@zeynabelle,Zeynep Altıok,0,Politician
@ZeynepGogus,ZeynepGöğüş,14,"Journalist, Author"
@zeynepgurcanli,Zeynep Gürcanlı,25,Journalist
@zeyneporaltwit,Zeynep Oral,2,Author
@zeynepturkes,Zeynep Türkeş,0,Musician
@zfrcbkc,Zafer Çubukçu,2,Politician
@ziynetsali,Ziynet Sali,45,Musician
@zkarahanuslu,Zeynep Karahan Uslu,6,"MP, AKP"
@ZubeyirAydar,ZubeyirAydar,0,Politician
@zuhaltopall,Zuhal Topal,34,Musician
@_AAlbayrak,Abdurrahim Albayrak,77,Businessman
@_cevdetyilmaz,Cevdet Yılmaz,5,"MP, AKP"
@_ertemsener,Ertem Şener,43,"TV host, Producer"
@_fatihsahin,Fatih Şahin,7,"MP, AKP"
@_gokhangonul,Gökhan Gönül,27,Athlete
@_nbc_,Nuri Bilge Ceylan,7,Director
@_selcuksahin,Selçuk Şahin,10,Athlete
@_ugurboral,Uğur Boral,9,Athlete
@nuhgonultas,Nuh Gönültaş,0,Columnist
@jamilabayraktar,Cemile Bayraktar,62,Author
@MayaArakon,Maya Arakon,10,"Academician, Columnist"
@fundaarar,Funda Arar,51,Musician
@Sosisyalistr,Cemil İpekçi,38,Stylist
@mithatsancarr,mithat sancar,3,"Academician, Columnist"
@gulbenergen,Gülben Ergen,169,"TV host, Musician"
@kadirdogulu,Kadir Doğulu,70,TV Series actor
@Reha_Muhtar,Reha Muhtar,13,Columnist
@selin_demiratar,Selin Demiratar,5,TV Series actor
@sedaurenNet,Seda Üren Nefesoglu,0,Musician
